Gene,Non-unique Gene name,Annotation,ISO01,ISO02,ISO03,ISO04,ISO05,ISO06,ISO07,ISO08,ISO09,ISO10,ISO11,ISO12,ISO13,ISO14,ISO15,ISO16,ISO17,ISO18,ISO19,ISO20,GCF_000005845.2,GCF_000010485.1
core_071,,conserved protein,ISO01_0071,ISO02_0071,ISO03_0071,ISO04_0071,ISO05_0071,ISO06_0071,ISO07_0071,ISO08_0071,ISO09_0071,ISO10_0071,ISO11_0071,ISO12_0071,ISO13_0071,ISO14_0071,ISO15_0071,ISO16_0071,ISO17_0071,ISO18_0071,ISO19_0071,ISO20_0071,GCF_000005845.2_0071,GCF_000010485.1_0071
core_072,,conserved protein,ISO01_0072,ISO02_0072,ISO03_0072,ISO04_0072,ISO05_0072,ISO06_0072,ISO07_0072,ISO08_0072,ISO09_0072,ISO10_0072,ISO11_0072,ISO12_0072,ISO13_0072,ISO14_0072,ISO15_0072,ISO16_0072,ISO17_0072,ISO18_0072,ISO19_0072,ISO20_0072,GCF_000005845.2_0072,GCF_000010485.1_0072
core_073,,conserved protein,ISO01_0073,ISO02_0073,ISO03_0073,ISO04_0073,ISO05_0073,ISO06_0073,ISO07_0073,ISO08_0073,ISO09_0073,ISO10_0073,ISO11_0073,ISO12_0073,ISO13_0073,ISO14_0073,ISO15_0073,ISO16_0073,ISO17_0073,ISO18_0073,ISO19_0073,ISO20_0073,GCF_000005845.2_0073,GCF_000010485.1_0073
core_074,,conserved protein,ISO01_0074,ISO02_0074,ISO03_0074,ISO04_0074,ISO05_0074,ISO06_0074,ISO07_0074,ISO08_0074,ISO09_0074,ISO10_0074,ISO11_0074,ISO12_0074,ISO13_0074,ISO14_0074,ISO15_0074,ISO16_0074,ISO17_0074,ISO18_0074,ISO19_0074,ISO20_0074,GCF_000005845.2_0074,GCF_000010485.1_0074
core_075,,conserved protein,ISO01_0075,ISO02_0075,ISO03_0075,ISO04_0075,ISO05_0075,ISO06_0075,ISO07_0075,ISO08_0075,ISO09_0075,ISO10_0075,ISO11_0075,ISO12_0075,ISO13_0075,ISO14_0075,ISO15_0075,ISO16_0075,ISO17_0075,ISO18_0075,ISO19_0075,ISO20_0075,GCF_000005845.2_0075,GCF_000010485.1_0075
core_076,,conserved protein,ISO01_0076,ISO02_0076,ISO03_0076,ISO04_0076,ISO05_0076,ISO06_0076,ISO07_0076,ISO08_0076,ISO09_0076,ISO10_0076,ISO11_0076,ISO12_0076,ISO13_0076,ISO14_0076,ISO15_0076,ISO16_0076,ISO17_0076,ISO18_0076,ISO19_0076,ISO20_0076,GCF_000005845.2_0076,GCF_000010485.1_0076
core_077,,conserved protein,ISO01_0077,ISO02_0077,ISO03_0077,ISO04_0077,ISO05_0077,ISO06_0077,ISO07_0077,ISO08_0077,ISO09_0077,ISO10_0077,ISO11_0077,ISO12_0077,ISO13_0077,ISO14_0077,ISO15_0077,ISO16_0077,ISO17_0077,ISO18_0077,ISO19_0077,ISO20_0077,GCF_000005845.2_0077,GCF_000010485.1_0077
core_078,,conserved protein,ISO01_0078,ISO02_0078,ISO03_0078,ISO04_0078,ISO05_0078,ISO06_0078,ISO07_0078,ISO08_0078,ISO09_0078,ISO10_0078,ISO11_0078,ISO12_0078,ISO13_0078,ISO14_0078,ISO15_0078,ISO16_0078,ISO17_0078,ISO18_0078,ISO19_0078,ISO20_0078,GCF_000005845.2_0078,GCF_000010485.1_0078
core_079,,conserved protein,ISO01_0079,ISO02_0079,ISO03_0079,ISO04_0079,ISO05_0079,ISO06_0079,ISO07_0079,ISO08_0079,ISO09_0079,ISO10_0079,ISO11_0079,ISO12_0079,ISO13_0079,ISO14_0079,ISO15_0079,ISO16_0079,ISO17_0079,ISO18_0079,ISO19_0079,ISO20_0079,GCF_000005845.2_0079,GCF_000010485.1_0079
core_080,,conserved protein,ISO01_0080,ISO02_0080,ISO03_0080,ISO04_0080,ISO05_0080,ISO06_0080,ISO07_0080,ISO08_0080,ISO09_0080,ISO10_0080,ISO11_0080,ISO12_0080,ISO13_0080,ISO14_0080,ISO15_0080,ISO16_0080,ISO17_0080,ISO18_0080,ISO19_0080,ISO20_0080,GCF_000005845.2_0080,GCF_000010485.1_0080
core_081,,conserved protein,ISO01_0081,ISO02_0081,ISO03_0081,,ISO05_0081,ISO06_0081,ISO07_0081,ISO08_0081,ISO09_0081,ISO10_0081,ISO11_0081,ISO12_0081,ISO13_0081,ISO14_0081,ISO15_0081,ISO16_0081,ISO17_0081,ISO18_0081,ISO19_0081,ISO20_0081,GCF_000005845.2_0081,GCF_000010485.1_0081
core_082,,conserved protein,ISO01_0082,ISO02_0082,ISO03_0082,ISO04_0082,ISO05_0082,ISO06_0082,ISO07_0082,ISO08_0082,ISO09_0082,ISO10_0082,ISO11_0082,ISO12_0082,ISO13_0082,ISO14_0082,ISO15_0082,ISO16_0082,ISO17_0082,ISO18_0082,ISO19_0082,ISO20_0082,GCF_000005845.2_0082,GCF_000010485.1_0082
core_083,,conserved protein,ISO01_0083,ISO02_0083,ISO03_0083,ISO04_0083,ISO05_0083,ISO06_0083,ISO07_0083,ISO08_0083,ISO09_0083,ISO10_0083,ISO11_0083,ISO12_0083,ISO13_0083,ISO14_0083,ISO15_0083,ISO16_0083,ISO17_0083,ISO18_0083,ISO19_0083,ISO20_0083,GCF_000005845.2_0083,GCF_000010485.1_0083
core_084,,conserved protein,ISO01_0084,ISO02_0084,ISO03_0084,ISO04_0084,ISO05_0084,ISO06_0084,ISO07_0084,ISO08_0084,ISO09_0084,ISO10_0084,ISO11_0084,ISO12_0084,ISO13_0084,ISO14_0084,ISO15_0084,ISO16_0084,ISO17_0084,ISO18_0084,,ISO20_0084,GCF_000005845.2_0084,GCF_000010485.1_0084
core_085,,conserved protein,ISO01_0085,ISO02_0085,ISO03_0085,ISO04_0085,ISO05_0085,ISO06_0085,ISO07_0085,ISO08_0085,ISO09_0085,ISO10_0085,ISO11_0085,ISO12_0085,ISO13_0085,ISO14_0085,ISO15_0085,ISO16_0085,ISO17_0085,ISO18_0085,,ISO20_0085,GCF_000005845.2_0085,GCF_000010485.1_0085
core_086,,conserved protein,ISO01_0086,ISO02_0086,ISO03_0086,ISO04_0086,ISO05_0086,ISO06_0086,ISO07_0086,ISO08_0086,ISO09_0086,ISO10_0086,ISO11_0086,ISO12_0086,ISO13_0086,ISO14_0086,ISO15_0086,ISO16_0086,ISO17_0086,ISO18_0086,ISO19_0086,ISO20_0086,,GCF_000010485.1_0086
core_087,,conserved protein,ISO01_0087,ISO02_0087,ISO03_0087,ISO04_0087,ISO05_0087,ISO06_0087,ISO07_0087,ISO08_0087,ISO09_0087,ISO10_0087,ISO11_0087,ISO12_0087,ISO13_0087,ISO14_0087,ISO15_0087,ISO16_0087,ISO17_0087,ISO18_0087,ISO19_0087,ISO20_0087,GCF_000005845.2_0087,GCF_000010485.1_0087
core_088,,conserved protein,ISO01_0088,ISO02_0088,ISO03_0088,ISO04_0088,ISO05_0088,ISO06_0088,ISO07_0088,ISO08_0088,ISO09_0088,,ISO11_0088,ISO12_0088,ISO13_0088,ISO14_0088,ISO15_0088,ISO16_0088,ISO17_0088,ISO18_0088,ISO19_0088,ISO20_0088,GCF_000005845.2_0088,GCF_000010485.1_0088
core_089,,conserved protein,ISO01_0089,ISO02_0089,ISO03_0089,ISO04_0089,ISO05_0089,ISO06_0089,ISO07_0089,ISO08_0089,ISO09_0089,ISO10_0089,ISO11_0089,ISO12_0089,ISO13_0089,ISO14_0089,ISO15_0089,ISO16_0089,ISO17_0089,ISO18_0089,ISO19_0089,ISO20_0089,GCF_000005845.2_0089,GCF_000010485.1_0089
core_090,,conserved protein,ISO01_0090,ISO02_0090,ISO03_0090,ISO04_0090,ISO05_0090,ISO06_0090,ISO07_0090,ISO08_0090,ISO09_0090,ISO10_0090,ISO11_0090,ISO12_0090,ISO13_0090,ISO14_0090,ISO15_0090,ISO16_0090,ISO17_0090,ISO18_0090,ISO19_0090,ISO20_0090,GCF_000005845.2_0090,GCF_000010485.1_0090
core_091,,conserved protein,ISO01_0091,ISO02_0091,ISO03_0091,ISO04_0091,ISO05_0091,ISO06_0091,ISO07_0091,ISO08_0091,ISO09_0091,ISO10_0091,ISO11_0091,ISO12_0091,ISO13_0091,ISO14_0091,ISO15_0091,ISO16_0091,ISO17_0091,ISO18_0091,ISO19_0091,ISO20_0091,GCF_000005845.2_0091,GCF_000010485.1_0091
core_092,,conserved protein,ISO01_0092,ISO02_0092,ISO03_0092,ISO04_0092,ISO05_0092,ISO06_0092,ISO07_0092,ISO08_0092,ISO09_0092,ISO10_0092,ISO11_0092,ISO12_0092,ISO13_0092,ISO14_0092,ISO15_0092,ISO16_0092,ISO17_0092,ISO18_0092,ISO19_0092,ISO20_0092,GCF_000005845.2_0092,GCF_000010485.1_0092
core_093,,conserved protein,ISO01_0093,ISO02_0093,ISO03_0093,ISO04_0093,ISO05_0093,ISO06_0093,ISO07_0093,ISO08_0093,ISO09_0093,ISO10_0093,ISO11_0093,ISO12_0093,ISO13_0093,ISO14_0093,ISO15_0093,ISO16_0093,ISO17_0093,ISO18_0093,ISO19_0093,ISO20_0093,GCF_000005845.2_0093,GCF_000010485.1_0093
core_094,,conserved protein,ISO01_0094,ISO02_0094,ISO03_0094,ISO04_0094,ISO05_0094,ISO06_0094,ISO07_0094,ISO08_0094,ISO09_0094,ISO10_0094,ISO11_0094,ISO12_0094,ISO13_0094,ISO14_0094,ISO15_0094,ISO16_0094,ISO17_0094,ISO18_0094,ISO19_0094,ISO20_0094,GCF_000005845.2_0094,GCF_000010485.1_0094
core_095,,conserved protein,ISO01_0095,ISO02_0095,ISO03_0095,ISO04_0095,ISO05_0095,ISO06_0095,ISO07_0095,ISO08_0095,ISO09_0095,ISO10_0095,ISO11_0095,ISO12_0095,ISO13_0095,ISO14_0095,ISO15_0095,ISO16_0095,ISO17_0095,ISO18_0095,ISO19_0095,ISO20_0095,GCF_000005845.2_0095,GCF_000010485.1_0095
core_096,,conserved protein,ISO01_0096,ISO02_0096,ISO03_0096,ISO04_0096,ISO05_0096,ISO06_0096,ISO07_0096,ISO08_0096,ISO09_0096,ISO10_0096,ISO11_0096,ISO12_0096,ISO13_0096,ISO14_0096,ISO15_0096,ISO16_0096,ISO17_0096,ISO18_0096,ISO19_0096,ISO20_0096,GCF_000005845.2_0096,GCF_000010485.1_0096
core_097,,conserved protein,ISO01_0097,ISO02_0097,ISO03_0097,ISO04_0097,ISO05_0097,ISO06_0097,ISO07_0097,ISO08_0097,ISO09_0097,ISO10_0097,ISO11_0097,ISO12_0097,ISO13_0097,ISO14_0097,ISO15_0097,ISO16_0097,ISO17_0097,ISO18_0097,ISO19_0097,ISO20_0097,GCF_000005845.2_0097,GCF_000010485.1_0097
core_098,,conserved protein,ISO01_0098,ISO02_0098,ISO03_0098,ISO04_0098,ISO05_0098,ISO06_0098,ISO07_0098,ISO08_0098,ISO09_0098,ISO10_0098,ISO11_0098,ISO12_0098,ISO13_0098,ISO14_0098,ISO15_0098,ISO16_0098,ISO17_0098,ISO18_0098,ISO19_0098,ISO20_0098,GCF_000005845.2_0098,GCF_000010485.1_0098
core_099,,conserved protein,ISO01_0099,ISO02_0099,ISO03_0099,ISO04_0099,ISO05_0099,ISO06_0099,ISO07_0099,ISO08_0099,ISO09_0099,ISO10_0099,ISO11_0099,ISO12_0099,ISO13_0099,ISO14_0099,ISO15_0099,ISO16_0099,ISO17_0099,ISO18_0099,ISO19_0099,ISO20_0099,GCF_000005845.2_0099,GCF_000010485.1_0099
core_100,,conserved protein,ISO01_0100,ISO02_0100,ISO03_0100,ISO04_0100,ISO05_0100,ISO06_0100,ISO07_0100,ISO08_0100,ISO09_0100,ISO10_0100,ISO11_0100,ISO12_0100,ISO13_0100,ISO14_0100,ISO15_0100,ISO16_0100,ISO17_0100,ISO18_0100,ISO19_0100,ISO20_0100,GCF_000005845.2_0100,GCF_000010485.1_0100
core_101,,conserved protein,ISO01_0101,ISO02_0101,ISO03_0101,ISO04_0101,ISO05_0101,ISO06_0101,ISO07_0101,ISO08_0101,ISO09_0101,ISO10_0101,ISO11_0101,ISO12_0101,ISO13_0101,ISO14_0101,ISO15_0101,ISO16_0101,ISO17_0101,ISO18_0101,ISO19_0101,ISO20_0101,GCF_000005845.2_0101,GCF_000010485.1_0101
core_102,,conserved protein,ISO01_0102,ISO02_0102,ISO03_0102,ISO04_0102,ISO05_0102,ISO06_0102,ISO07_0102,ISO08_0102,ISO09_0102,ISO10_0102,ISO11_0102,ISO12_0102,ISO13_0102,ISO14_0102,ISO15_0102,ISO16_0102,ISO17_0102,ISO18_0102,ISO19_0102,ISO20_0102,GCF_000005845.2_0102,GCF_000010485.1_0102
core_103,,conserved protein,ISO01_0103,ISO02_0103,ISO03_0103,ISO04_0103,ISO05_0103,ISO06_0103,ISO07_0103,ISO08_0103,ISO09_0103,ISO10_0103,ISO11_0103,ISO12_0103,ISO13_0103,ISO14_0103,ISO15_0103,ISO16_0103,ISO17_0103,ISO18_0103,ISO19_0103,ISO20_0103,GCF_000005845.2_0103,GCF_000010485.1_0103
core_104,,conserved protein,ISO01_0104,ISO02_0104,ISO03_0104,ISO04_0104,ISO05_0104,ISO06_0104,ISO07_0104,ISO08_0104,ISO09_0104,ISO10_0104,ISO11_0104,ISO12_0104,ISO13_0104,ISO14_0104,ISO15_0104,ISO16_0104,ISO17_0104,ISO18_0104,ISO19_0104,ISO20_0104,GCF_000005845.2_0104,GCF_000010485.1_0104
core_105,,conserved protein,ISO01_0105,ISO02_0105,ISO03_0105,ISO04_0105,ISO05_0105,ISO06_0105,ISO07_0105,ISO08_0105,ISO09_0105,ISO10_0105,ISO11_0105,ISO12_0105,ISO13_0105,ISO14_0105,ISO15_0105,ISO16_0105,ISO17_0105,ISO18_0105,ISO19_0105,ISO20_0105,GCF_000005845.2_0105,GCF_000010485.1_0105
core_106,,conserved protein,ISO01_0106,ISO02_0106,ISO03_0106,ISO04_0106,ISO05_0106,ISO06_0106,ISO07_0106,ISO08_0106,ISO09_0106,ISO10_0106,ISO11_0106,ISO12_0106,ISO13_0106,ISO14_0106,ISO15_0106,ISO16_0106,ISO17_0106,ISO18_0106,ISO19_0106,ISO20_0106,GCF_000005845.2_0106,GCF_000010485.1_0106
core_107,,conserved protein,ISO01_0107,ISO02_0107,ISO03_0107,ISO04_0107,ISO05_0107,ISO06_0107,ISO07_0107,ISO08_0107,ISO09_0107,ISO10_0107,ISO11_0107,ISO12_0107,ISO13_0107,ISO14_0107,ISO15_0107,ISO16_0107,ISO17_0107,ISO18_0107,ISO19_0107,ISO20_0107,GCF_000005845.2_0107,GCF_000010485.1_0107
core_108,,conserved protein,ISO01_0108,ISO02_0108,ISO03_0108,ISO04_0108,ISO05_0108,ISO06_0108,ISO07_0108,ISO08_0108,ISO09_0108,ISO10_0108,ISO11_0108,ISO12_0108,ISO13_0108,ISO14_0108,ISO15_0108,ISO16_0108,ISO17_0108,ISO18_0108,ISO19_0108,ISO20_0108,GCF_000005845.2_0108,GCF_000010485.1_0108
core_109,,conserved protein,ISO01_0109,ISO02_0109,ISO03_0109,ISO04_0109,ISO05_0109,ISO06_0109,ISO07_0109,ISO08_0109,ISO09_0109,ISO10_0109,ISO11_0109,ISO12_0109,ISO13_0109,ISO14_0109,ISO15_0109,ISO16_0109,ISO17_0109,ISO18_0109,ISO19_0109,ISO20_0109,GCF_000005845.2_0109,GCF_000010485.1_0109
core_110,,conserved protein,ISO01_0110,ISO02_0110,ISO03_0110,ISO04_0110,ISO05_0110,ISO06_0110,ISO07_0110,ISO08_0110,ISO09_0110,ISO10_0110,ISO11_0110,ISO12_0110,ISO13_0110,ISO14_0110,ISO15_0110,ISO16_0110,ISO17_0110,ISO18_0110,ISO19_0110,ISO20_0110,GCF_000005845.2_0110,GCF_000010485.1_0110
core_111,,conserved protein,ISO01_0111,ISO02_0111,ISO03_0111,ISO04_0111,ISO05_0111,ISO06_0111,ISO07_0111,ISO08_0111,ISO09_0111,ISO10_0111,ISO11_0111,ISO12_0111,ISO13_0111,ISO14_0111,ISO15_0111,ISO16_0111,ISO17_0111,ISO18_0111,ISO19_0111,ISO20_0111,GCF_000005845.2_0111,GCF_000010485.1_0111
core_112,,conserved protein,ISO01_0112,ISO02_0112,ISO03_0112,ISO04_0112,ISO05_0112,ISO06_0112,ISO07_0112,ISO08_0112,ISO09_0112,ISO10_0112,ISO11_0112,ISO12_0112,ISO13_0112,ISO14_0112,ISO15_0112,ISO16_0112,ISO17_0112,ISO18_0112,ISO19_0112,ISO20_0112,GCF_000005845.2_0112,GCF_000010485.1_0112
core_113,,conserved protein,ISO01_0113,ISO02_0113,ISO03_0113,ISO04_0113,ISO05_0113,ISO06_0113,ISO07_0113,ISO08_0113,ISO09_0113,ISO10_0113,ISO11_0113,ISO12_0113,ISO13_0113,ISO14_0113,ISO15_0113,ISO16_0113,ISO17_0113,ISO18_0113,ISO19_0113,ISO20_0113,GCF_000005845.2_0113,GCF_000010485.1_0113
core_114,,conserved protein,ISO01_0114,ISO02_0114,ISO03_0114,ISO04_0114,ISO05_0114,ISO06_0114,ISO07_0114,ISO08_0114,ISO09_0114,ISO10_0114,ISO11_0114,ISO12_0114,ISO13_0114,ISO14_0114,ISO15_0114,ISO16_0114,ISO17_0114,ISO18_0114,ISO19_0114,ISO20_0114,GCF_000005845.2_0114,GCF_000010485.1_0114
core_115,,conserved protein,ISO01_0115,ISO02_0115,ISO03_0115,ISO04_0115,ISO05_0115,ISO06_0115,ISO07_0115,ISO08_0115,ISO09_0115,ISO10_0115,ISO11_0115,ISO12_0115,ISO13_0115,,ISO15_0115,ISO16_0115,ISO17_0115,ISO18_0115,ISO19_0115,ISO20_0115,GCF_000005845.2_0115,GCF_000010485.1_0115
core_116,,conserved protein,ISO01_0116,ISO02_0116,ISO03_0116,ISO04_0116,ISO05_0116,ISO06_0116,ISO07_0116,ISO08_0116,ISO09_0116,ISO10_0116,ISO11_0116,ISO12_0116,ISO13_0116,ISO14_0116,ISO15_0116,ISO16_0116,ISO17_0116,ISO18_0116,ISO19_0116,ISO20_0116,GCF_000005845.2_0116,GCF_000010485.1_0116
core_117,,conserved protein,ISO01_0117,ISO02_0117,ISO03_0117,ISO04_0117,ISO05_0117,ISO06_0117,ISO07_0117,ISO08_0117,ISO09_0117,ISO10_0117,ISO11_0117,ISO12_0117,ISO13_0117,ISO14_0117,ISO15_0117,ISO16_0117,ISO17_0117,ISO18_0117,ISO19_0117,ISO20_0117,GCF_000005845.2_0117,GCF_000010485.1_0117
core_118,,conserved protein,ISO01_0118,ISO02_0118,ISO03_0118,ISO04_0118,ISO05_0118,ISO06_0118,ISO07_0118,ISO08_0118,ISO09_0118,ISO10_0118,ISO11_0118,ISO12_0118,ISO13_0118,ISO14_0118,ISO15_0118,ISO16_0118,ISO17_0118,ISO18_0118,ISO19_0118,ISO20_0118,GCF_000005845.2_0118,GCF_000010485.1_0118
core_119,,conserved protein,ISO01_0119,ISO02_0119,ISO03_0119,ISO04_0119,ISO05_0119,ISO06_0119,ISO07_0119,ISO08_0119,ISO09_0119,ISO10_0119,ISO11_0119,ISO12_0119,ISO13_0119,ISO14_0119,ISO15_0119,ISO16_0119,ISO17_0119,ISO18_0119,ISO19_0119,ISO20_0119,GCF_000005845.2_0119,GCF_000010485.1_0119
core_120,,conserved protein,ISO01_0120,ISO02_0120,ISO03_0120,ISO04_0120,ISO05_0120,ISO06_0120,ISO07_0120,ISO08_0120,ISO09_0120,ISO10_0120,ISO11_0120,ISO12_0120,ISO13_0120,ISO14_0120,ISO15_0120,ISO16_0120,ISO17_0120,ISO18_0120,ISO19_0120,ISO20_0120,GCF_000005845.2_0120,GCF_000010485.1_0120
core_121,,conserved protein,ISO01_0121,ISO02_0121,ISO03_0121,ISO04_0121,ISO05_0121,ISO06_0121,ISO07_0121,ISO08_0121,ISO09_0121,ISO10_0121,ISO11_0121,ISO12_0121,ISO13_0121,ISO14_0121,ISO15_0121,ISO16_0121,ISO17_0121,ISO18_0121,ISO19_0121,ISO20_0121,GCF_000005845.2_0121,GCF_000010485.1_0121
core_122,,conserved protein,ISO01_0122,,ISO03_0122,ISO04_0122,ISO05_0122,ISO06_0122,ISO07_0122,ISO08_0122,ISO09_0122,ISO10_0122,ISO11_0122,ISO12_0122,ISO13_0122,ISO14_0122,ISO15_0122,ISO16_0122,ISO17_0122,ISO18_0122,ISO19_0122,ISO20_0122,GCF_000005845.2_0122,GCF_000010485.1_0122
core_123,,conserved protein,ISO01_0123,,ISO03_0123,ISO04_0123,ISO05_0123,ISO06_0123,ISO07_0123,ISO08_0123,ISO09_0123,ISO10_0123,,ISO12_0123,ISO13_0123,ISO14_0123,ISO15_0123,ISO16_0123,ISO17_0123,ISO18_0123,ISO19_0123,ISO20_0123,GCF_000005845.2_0123,GCF_000010485.1_0123
core_124,,conserved protein,ISO01_0124,ISO02_0124,ISO03_0124,ISO04_0124,ISO05_0124,ISO06_0124,ISO07_0124,ISO08_0124,ISO09_0124,ISO10_0124,ISO11_0124,ISO12_0124,ISO13_0124,ISO14_0124,ISO15_0124,ISO16_0124,ISO17_0124,ISO18_0124,ISO19_0124,ISO20_0124,GCF_000005845.2_0124,GCF_000010485.1_0124
core_125,,conserved protein,ISO01_0125,ISO02_0125,ISO03_0125,ISO04_0125,ISO05_0125,ISO06_0125,ISO07_0125,ISO08_0125,ISO09_0125,ISO10_0125,ISO11_0125,ISO12_0125,ISO13_0125,ISO14_0125,ISO15_0125,ISO16_0125,ISO17_0125,ISO18_0125,ISO19_0125,ISO20_0125,GCF_000005845.2_0125,GCF_000010485.1_0125
core_126,,conserved protein,ISO01_0126,ISO02_0126,ISO03_0126,ISO04_0126,ISO05_0126,ISO06_0126,ISO07_0126,ISO08_0126,ISO09_0126,ISO10_0126,ISO11_0126,ISO12_0126,ISO13_0126,ISO14_0126,ISO15_0126,ISO16_0126,ISO17_0126,ISO18_0126,ISO19_0126,ISO20_0126,GCF_000005845.2_0126,GCF_000010485.1_0126
core_127,,conserved protein,ISO01_0127,ISO02_0127,ISO03_0127,ISO04_0127,ISO05_0127,ISO06_0127,ISO07_0127,ISO08_0127,ISO09_0127,ISO10_0127,ISO11_0127,ISO12_0127,ISO13_0127,ISO14_0127,ISO15_0127,ISO16_0127,ISO17_0127,ISO18_0127,ISO19_0127,ISO20_0127,GCF_000005845.2_0127,GCF_000010485.1_0127
core_128,,conserved protein,ISO01_0128,ISO02_0128,ISO03_0128,ISO04_0128,ISO05_0128,ISO06_0128,ISO07_0128,ISO08_0128,ISO09_0128,ISO10_0128,ISO11_0128,ISO12_0128,ISO13_0128,ISO14_0128,ISO15_0128,ISO16_0128,,ISO18_0128,ISO19_0128,ISO20_0128,GCF_000005845.2_0128,GCF_000010485.1_0128
core_129,,conserved protein,ISO01_0129,ISO02_0129,ISO03_0129,ISO04_0129,ISO05_0129,ISO06_0129,ISO07_0129,ISO08_0129,ISO09_0129,ISO10_0129,ISO11_0129,ISO12_0129,ISO13_0129,ISO14_0129,ISO15_0129,ISO16_0129,ISO17_0129,ISO18_0129,ISO19_0129,ISO20_0129,GCF_000005845.2_0129,GCF_000010485.1_0129
core_130,,conserved protein,ISO01_0130,ISO02_0130,ISO03_0130,ISO04_0130,ISO05_0130,ISO06_0130,ISO07_0130,ISO08_0130,ISO09_0130,ISO10_0130,ISO11_0130,ISO12_0130,ISO13_0130,ISO14_0130,ISO15_0130,ISO16_0130,ISO17_0130,ISO18_0130,ISO19_0130,ISO20_0130,GCF_000005845.2_0130,GCF_000010485.1_0130
core_131,,conserved protein,ISO01_0131,ISO02_0131,ISO03_0131,ISO04_0131,ISO05_0131,ISO06_0131,ISO07_0131,ISO08_0131,ISO09_0131,ISO10_0131,ISO11_0131,ISO12_0131,ISO13_0131,ISO14_0131,ISO15_0131,ISO16_0131,ISO17_0131,ISO18_0131,ISO19_0131,ISO20_0131,,GCF_000010485.1_0131
core_132,,conserved protein,ISO01_0132,ISO02_0132,ISO03_0132,ISO04_0132,ISO05_0132,ISO06_0132,ISO07_0132,ISO08_0132,ISO09_0132,ISO10_0132,ISO11_0132,ISO12_0132,ISO13_0132,ISO14_0132,ISO15_0132,ISO16_0132,ISO17_0132,ISO18_0132,ISO19_0132,ISO20_0132,GCF_000005845.2_0132,GCF_000010485.1_0132
core_133,,conserved protein,ISO01_0133,ISO02_0133,ISO03_0133,ISO04_0133,ISO05_0133,ISO06_0133,ISO07_0133,ISO08_0133,ISO09_0133,ISO10_0133,ISO11_0133,ISO12_0133,ISO13_0133,ISO14_0133,ISO15_0133,ISO16_0133,ISO17_0133,ISO18_0133,ISO19_0133,ISO20_0133,GCF_000005845.2_0133,GCF_000010485.1_0133
core_134,,conserved protein,ISO01_0134,ISO02_0134,ISO03_0134,ISO04_0134,ISO05_0134,ISO06_0134,ISO07_0134,ISO08_0134,ISO09_0134,ISO10_0134,ISO11_0134,ISO12_0134,ISO13_0134,ISO14_0134,ISO15_0134,ISO16_0134,ISO17_0134,ISO18_0134,ISO19_0134,ISO20_0134,GCF_000005845.2_0134,GCF_000010485.1_0134
core_135,,conserved protein,ISO01_0135,ISO02_0135,ISO03_0135,ISO04_0135,ISO05_0135,ISO06_0135,ISO07_0135,ISO08_0135,ISO09_0135,ISO10_0135,ISO11_0135,ISO12_0135,ISO13_0135,ISO14_0135,ISO15_0135,ISO16_0135,ISO17_0135,ISO18_0135,ISO19_0135,ISO20_0135,GCF_000005845.2_0135,GCF_000010485.1_0135
core_136,,conserved protein,ISO01_0136,ISO02_0136,ISO03_0136,ISO04_0136,ISO05_0136,ISO06_0136,ISO07_0136,ISO08_0136,ISO09_0136,ISO10_0136,ISO11_0136,ISO12_0136,ISO13_0136,ISO14_0136,ISO15_0136,ISO16_0136,ISO17_0136,ISO18_0136,ISO19_0136,ISO20_0136,GCF_000005845.2_0136,GCF_000010485.1_0136
core_137,,conserved protein,ISO01_0137,ISO02_0137,ISO03_0137,ISO04_0137,ISO05_0137,ISO06_0137,ISO07_0137,ISO08_0137,ISO09_0137,ISO10_0137,ISO11_0137,ISO12_0137,ISO13_0137,ISO14_0137,ISO15_0137,ISO16_0137,ISO17_0137,ISO18_0137,ISO19_0137,ISO20_0137,GCF_000005845.2_0137,GCF_000010485.1_0137
core_138,,conserved protein,ISO01_0138,ISO02_0138,ISO03_0138,ISO04_0138,ISO05_0138,ISO06_0138,ISO07_0138,ISO08_0138,ISO09_0138,ISO10_0138,ISO11_0138,ISO12_0138,ISO13_0138,ISO14_0138,ISO15_0138,ISO16_0138,ISO17_0138,ISO18_0138,ISO19_0138,ISO20_0138,GCF_000005845.2_0138,GCF_000010485.1_0138
core_139,,conserved protein,ISO01_0139,ISO02_0139,ISO03_0139,ISO04_0139,ISO05_0139,ISO06_0139,ISO07_0139,ISO08_0139,ISO09_0139,ISO10_0139,ISO11_0139,ISO12_0139,ISO13_0139,ISO14_0139,ISO15_0139,ISO16_0139,ISO17_0139,ISO18_0139,ISO19_0139,ISO20_0139,GCF_000005845.2_0139,GCF_000010485.1_0139
core_140,,conserved protein,ISO01_0140,ISO02_0140,ISO03_0140,ISO04_0140,ISO05_0140,ISO06_0140,ISO07_0140,ISO08_0140,ISO09_0140,ISO10_0140,ISO11_0140,ISO12_0140,ISO13_0140,ISO14_0140,ISO15_0140,ISO16_0140,ISO17_0140,ISO18_0140,ISO19_0140,ISO20_0140,GCF_000005845.2_0140,GCF_000010485.1_0140
